日期,开盘价,最高价,最低价,收盘价,成交量(BTC),成交额(百万美元),价格变动,涨跌幅(%),价格振幅,振幅(%),实体大小,实体(%),趋势,多空比(LS),资金费率(FR),持仓量(OI-百万),清算量(美元)
2024-06-01,68362.52,68999.57,66633.42,67491.42,27387283769.48,1848406589.68,-873.57,-1.28,2366.15,3.51,-871.1,-1.27,下跌,3.117,0.01,1568.96,0.0
2024-06-02,67489.61,67839.77,67386.2,67706.94,11641495603.74,788210013.08,215.52,0.32,453.57,0.67,217.33,0.32,上涨,3.108,0.01,1560.69,623100.0
2024-06-03,67710.27,68409.17,67315.53,67751.6,17110588415.4,1159269786.15,44.67,0.07,1093.64,1.61,41.33,0.06,上涨,3.12,0.01,1562.29,351500.0
2024-06-04,67753.9,70230.82,67589.84,68804.78,32401285323.51,2229363311.16,1053.18,1.55,2640.98,3.84,1050.88,1.55,上涨,2.762,0.01,1636.32,205400.0
2024-06-05,68804.57,71047.41,68564.64,70567.77,33149696544.76,2339300125.02,1762.99,2.56,2482.76,3.52,1763.2,2.56,上涨,2.594,0.01,1698.35,196600.0
2024-06-06,70568.35,71735.41,70390.71,71082.82,32810771409.33,2332282246.87,515.05,0.73,1344.7,1.89,514.47,0.73,上涨,2.593,0.022125,1671.59,1686400.0
2024-06-07,71082.84,71625.74,70119.12,70757.17,25223152007.14,1784718749.88,-325.66,-0.46,1506.61,2.13,-325.67,-0.46,下跌,2.609,0.035651,1723.04,5101500.0
2024-06-08,70759.18,71907.85,68507.26,69342.59,36188381096.17,2509395955.0,-1414.58,-2.0,3400.59,4.9,-1416.6,-2.0,下跌,2.771,0.01,1723.79,20400.0
2024-06-09,69324.18,69533.32,69210.74,69305.77,14262185861.29,988451834.59,-36.81,-0.05,322.58,0.47,-18.4,-0.03,下跌,2.764,0.01,1703.96,26500.0
2024-06-10,69297.49,69817.52,69160.84,69647.99,13534028500.18,942617922.28,342.22,0.49,656.68,0.94,350.5,0.51,上涨,2.81,0.01,1719.27,144700.0
2024-06-11,69644.31,70146.07,69232.43,69512.28,20597699540.57,1431793063.55,-135.71,-0.19,913.64,1.31,-132.03,-0.19,下跌,2.745,0.01,1727.89,5884600.0
2024-06-12,69508.08,69549.42,66123.6,67332.03,37116136345.4,2499104823.12,-2180.25,-3.14,3425.82,5.09,-2176.05,-3.13,下跌,3.149,0.01,1684.63,1260300.0
2024-06-13,67321.37,69977.89,66902.46,68241.18,34497940693.82,2354180321.11,909.15,1.35,3075.44,4.51,919.81,1.37,上涨,2.937,0.01,1671.19,1625200.0
2024-06-14,68243.1,68365.78,66304.57,66756.4,28955204145.83,1932945105.88,-1484.79,-2.18,2061.22,3.09,-1486.71,-2.18,下跌,3.127,0.01,1701.74,3508900.0
2024-06-15,66747.57,67294.65,65056.89,66011.09,27403884779.06,1808960406.64,-745.3,-1.12,2237.76,3.39,-736.48,-1.1,下跌,3.182,0.01,1684.88,8900.0
2024-06-16,66006.74,66402.19,65871.78,66191.0,14121265575.81,934700696.37,179.91,0.27,530.41,0.8,184.26,0.28,上涨,3.205,0.01,1707.14,358000.0
2024-06-17,66189.36,66894.84,66018.25,66639.05,13281140540.78,885042542.54,448.05,0.68,876.59,1.32,449.69,0.68,上涨,3.297,0.01,1706.63,710800.0
2024-06-18,66636.52,67188.32,65094.96,66490.29,30006354475.77,1995131336.22,-148.75,-0.22,2093.35,3.15,-146.22,-0.22,下跌,3.216,0.004638,1699.63,991000.0
2024-06-19,66490.98,66556.7,64066.96,65140.74,39481285949.68,2571840364.11,-1349.55,-2.03,2489.74,3.82,-1350.23,-2.03,下跌,3.323,0.0047,1603.84,116300.0
2024-06-20,65146.66,65695.35,64693.3,64960.3,21103423504.4,1370884622.71,-180.45,-0.28,1002.05,1.54,-186.36,-0.29,下跌,3.369,0.01,1620.32,453000.0
2024-06-21,64960.3,66438.96,64547.85,64828.66,25641109124.03,1662278638.03,-131.64,-0.2,1891.11,2.92,-131.64,-0.2,下跌,3.442,0.01,1623.32,874700.0
2024-06-22,64837.99,65007.55,63378.89,64096.2,26188171739.19,1678562245.97,-732.46,-1.13,1628.65,2.54,-741.79,-1.14,下跌,3.48,0.01,1615.79,0.0
2024-06-23,64113.86,64475.47,63929.76,64252.58,9858198792.61,633414694.22,156.38,0.24,545.71,0.85,138.71,0.22,上涨,3.478,0.01,1607.39,1684600.0
2024-06-24,64248.96,64491.7,63180.8,63180.8,11170471802.36,705759324.82,-1071.78,-1.67,1310.91,2.07,-1068.16,-1.66,下跌,3.444,-0.002308,1620.8,8577500.0
2024-06-25,63173.35,63292.53,58601.7,60277.41,43152133650.56,2601099053.36,-2903.38,-4.6,4690.83,7.78,-2895.94,-4.58,下跌,3.668,0.01,1592.05,351000.0
2024-06-26,60266.28,62258.26,60239.75,61804.64,29201215430.56,1804770641.36,1527.23,2.53,2018.51,3.27,1538.36,2.55,上涨,3.71,0.01,1564.51,462700.0
2024-06-27,61789.68,62434.14,60695.19,60811.28,22506003064.37,1368618819.15,-993.36,-1.61,1738.95,2.86,-978.4,-1.58,下跌,3.649,0.01,1560.2,161000.0
2024-06-28,60811.23,62293.86,60585.33,61604.8,21231745044.69,1307977444.58,793.52,1.3,1708.53,2.77,793.57,1.3,上涨,3.636,0.01,1578.34,1563300.0
2024-06-29,61612.81,62126.1,59985.4,60320.14,24952866877.23,1505160311.81,-1284.67,-2.09,2140.69,3.55,-1292.67,-2.1,下跌,3.751,0.021407,1589.59,5700.0
2024-06-30,60319.87,61097.62,60300.97,60887.38,12652903395.87,770402147.73,567.25,0.94,796.66,1.31,567.51,0.94,上涨,3.628,0.01,1695.53,328800.0
2024-07-01,60888.45,62892.83,60632.95,62678.29,17333226408.92,1086417027.54,1790.91,2.94,2259.88,3.61,1789.85,2.94,上涨,3.634,0.01,1776.89,1016600.0
2024-07-02,62673.61,63777.23,62495.51,62851.98,25468379421.26,1600738075.75,173.69,0.28,1281.72,2.04,178.37,0.28,上涨,3.48,0.01,1736.44,1404800.0
2024-07-03,62844.41,63203.36,61752.75,62029.02,20151616991.74,1249984989.13,-822.96,-1.31,1450.61,2.34,-815.39,-1.3,下跌,3.568,0.01,1744.86,4500400.0
2024-07-04,62034.33,62187.7,59419.39,60173.92,29756701684.52,1790577493.2,-1855.09,-2.99,2768.32,4.6,-1860.41,-3.0,下跌,3.728,0.01,1699.23,8271300.0
2024-07-05,60147.14,60399.67,56777.8,56977.7,41149609229.76,2344610149.85,-3196.22,-5.31,3621.87,6.36,-3169.44,-5.27,下跌,3.826,0.004353,1649.38,4281300.0
2024-07-06,57022.81,57497.15,53717.38,56662.37,55417544033.35,3140089565.97,-315.33,-0.55,3779.78,6.67,-360.44,-0.63,下跌,3.56,0.004314,1582.5,62600.0
2024-07-07,56659.08,58472.55,56038.96,58303.54,20610320576.89,1201654620.92,1641.17,2.9,2433.59,4.17,1644.46,2.9,上涨,3.468,0.01,1575.99,2882700.0
2024-07-08,58239.43,58371.12,55793.33,55849.11,20553359505.21,1147886849.0,-2454.43,-4.21,2577.79,4.62,-2390.32,-4.1,下跌,3.263,0.01,1557.71,3880600.0
2024-07-09,55849.57,58131.34,54321.02,56705.1,39766159898.66,2254944011.12,855.99,1.53,3810.32,6.72,855.52,1.53,上涨,3.511,0.000139,1590.81,189600.0
2024-07-10,56704.6,58239.2,56316.88,58009.23,27849512607.28,1615528679.63,1304.13,2.3,1922.32,3.31,1304.63,2.3,上涨,3.371,0.009674,1595.51,238800.0
2024-07-11,58033.88,59359.43,57178.41,57742.49,26175260525.73,1511424840.1,-266.73,-0.46,2181.02,3.78,-291.39,-0.5,下跌,3.462,0.000435,1585.91,791200.0
2024-07-12,57729.89,59299.43,57120.38,57344.91,28707803842.25,1646246565.0,-397.58,-0.69,2179.06,3.8,-384.98,-0.67,下跌,3.4,0.000993,1599.7,698900.0
2024-07-13,57341.19,58532.55,56590.17,57899.47,25604805220.57,1482504536.94,554.55,0.97,1942.38,3.35,558.27,0.97,上涨,3.433,0.01,1600.1,35600.0
2024-07-14,57908.74,59787.08,57796.44,59231.95,17080061806.26,1011685422.25,1332.49,2.3,1990.64,3.36,1323.21,2.29,上涨,3.188,0.008246,1620.79,662800.0
2024-07-15,59225.25,61329.53,59225.25,60787.79,22223416060.82,1350912401.26,1555.84,2.63,2104.28,3.46,1562.54,2.64,上涨,3.234,0.01,1626.87,516200.0
2024-07-16,60815.46,64870.15,60704.93,64870.15,38094526099.38,2471197729.49,4082.36,6.72,4165.22,6.42,4054.69,6.67,上涨,3.073,0.01,1627.3,861500.0
2024-07-17,64784.42,65354.34,62487.97,65097.15,41617346767.84,2709170533.26,226.99,0.35,2866.37,4.4,312.73,0.48,上涨,2.949,0.01,1625.57,493000.0
2024-07-18,65091.83,66066.73,63896.09,64118.79,32525071310.74,2085468303.93,-978.35,-1.5,2170.65,3.39,-973.04,-1.49,下跌,2.845,0.004503,1634.36,871100.0
2024-07-19,64104.74,65104.66,63246.16,63974.07,27239305336.94,1742609136.05,-144.73,-0.23,1858.5,2.91,-130.67,-0.2,下跌,2.886,0.01,1621.02,135000.0
2024-07-20,63972.33,67442.64,63329.34,66710.15,37003855409.78,2468532904.56,2736.09,4.28,4113.3,6.17,2737.83,4.28,上涨,2.724,0.01,1676.22,234800.0
2024-07-21,66709.93,67610.73,66299.62,67163.64,19029581249.82,1278096038.11,453.49,0.68,1311.12,1.95,453.72,0.68,上涨,2.742,0.01,1689.1,383000.0
2024-07-22,67164.91,68372.91,65842.3,68154.52,26652190003.57,1816467294.09,990.88,1.48,2530.61,3.71,989.61,1.47,上涨,2.675,0.01,1691.95,855600.0
2024-07-23,68152.98,68480.06,66611.3,67585.25,42649109453.15,2882450723.48,-569.27,-0.84,1868.76,2.77,-567.73,-0.83,下跌,2.622,0.01,1647.91,2317100.0
2024-07-24,67584.8,67779.02,65484.46,65927.67,35605668665.85,2347398858.01,-1657.58,-2.45,2294.56,3.48,-1657.13,-2.45,下跌,2.742,0.01,1630.41,1347400.0
2024-07-25,65927.86,67113.98,65146.99,65372.13,27470942308.81,1795834100.67,-555.54,-0.84,1966.99,3.01,-555.72,-0.84,下跌,2.784,0.01,1630.87,4375400.0
2024-07-26,65375.87,66112.42,63473.47,65777.22,38315761669.6,2520304435.77,405.09,0.62,2638.95,4.01,401.35,0.61,上涨,2.878,0.00233,1663.09,268600.0
2024-07-27,65771.81,68207.6,65743.77,67912.06,30488630457.22,2070545795.33,2134.84,3.25,2463.83,3.63,2140.25,3.25,上涨,2.675,0.01,1659.75,2647300.0
2024-07-28,67911.81,69398.51,66705.22,67813.34,34691905492.17,2352573962.14,-98.72,-0.15,2693.29,3.97,-98.47,-0.15,下跌,2.54,0.01,1703.86,226300.0
2024-07-29,67808.66,68301.85,67085.83,68255.87,18043166944.55,1231551981.02,442.53,0.65,1216.03,1.78,447.21,0.66,上涨,2.615,0.01,1693.27,5900300.0
2024-07-30,68259.05,69987.54,66532.59,66819.92,40780682628.04,2724961795.23,-1435.95,-2.1,3454.95,5.17,-1439.14,-2.11,下跌,2.702,0.01,1730.49,1969600.0
2024-07-31,66819.05,66987.67,65323.19,66201.02,31380492109.35,2077420467.32,-618.9,-0.93,1664.48,2.51,-618.04,-0.92,下跌,2.931,0.01,1714.64,4369400.0
2024-08-01,66201.27,66810.21,64532.05,64619.25,31292785993.69,2022116350.35,-1581.77,-2.39,2278.17,3.53,-1582.02,-2.39,下跌,3.077,0.01,1700.39,6597700.0
2024-08-02,64625.84,65593.24,62248.94,65357.5,40975554493.51,2678059866.84,738.25,1.14,3344.3,5.12,731.66,1.13,上涨,3.244,0.01,1707.47,6833900.0
2024-08-03,65353.5,65523.22,61184.89,61415.06,43060875727.45,2644586463.36,-3942.44,-6.03,4338.33,7.06,-3938.43,-6.03,下跌,3.23,0.000169,1680.74,3924400.0
2024-08-04,61414.81,62148.37,59836.53,60680.09,31753030589.34,1926776903.13,-734.97,-1.2,2311.84,3.81,-734.71,-1.2,下跌,3.392,0.001297,1713.31,8262600.0
2024-08-05,60676.09,61062.99,57210.8,58116.98,31758917219.16,1845732260.33,-2563.12,-4.22,3852.19,6.63,-2559.12,-4.22,下跌,3.458,0.000979,1642.27,32286500.0
2024-08-06,58110.3,58268.83,49121.24,53991.46,108991085584.42,5884587597.53,-4125.52,-7.1,9147.59,16.94,-4118.84,-7.09,下跌,3.279,0.007646,1417.16,3496400.0
2024-08-07,53991.35,57059.92,53973.27,56034.32,49300484106.29,2762518934.52,2042.86,3.78,3086.65,5.51,2042.97,3.78,上涨,3.16,0.007352,1401.9,2289000.0
2024-08-08,56040.63,57726.88,54620.51,55027.46,41637562184.67,2291209316.42,-1006.86,-1.8,3106.37,5.65,-1013.17,-1.81,下跌,2.948,-0.003213,1401.15,1069700.0
2024-08-09,55030.03,62673.76,54766.73,61710.14,45298472566.63,2795374973.55,6682.68,12.14,7907.04,12.81,6680.11,12.14,上涨,2.831,0.006012,1368.87,765000.0
2024-08-10,61728.21,61751.86,59587.86,60880.11,33425553115.27,2034951424.11,-830.03,-1.35,2164.0,3.55,-848.1,-1.37,下跌,2.912,0.01,1367.68,8600.0
2024-08-11,60881.23,61464.51,60287.57,60945.81,15745822278.31,959641942.25,65.7,0.11,1176.95,1.93,64.58,0.11,上涨,2.878,-0.003615,1371.12,1440900.0
2024-08-12,60944.89,61778.66,58348.82,58719.48,22759754812.06,1336441039.62,-2226.33,-3.65,3429.84,5.84,-2225.41,-3.65,下跌,2.851,0.002937,1354.21,1368100.0
2024-08-13,58719.4,60680.33,57688.9,59354.51,37078637820.19,2200784517.26,635.03,1.08,2991.43,5.04,635.12,1.08,上涨,3.092,-0.006557,1359.07,300400.0
2024-08-14,59356.21,61572.4,58506.25,60609.57,30327698167.09,1838148653.55,1255.05,2.11,3066.14,5.06,1253.36,2.11,上涨,2.92,-0.011897,1372.04,1380900.0
2024-08-15,60611.05,61687.76,58472.87,58737.27,29961696179.78,1759868256.96,-1872.3,-3.09,3214.88,5.47,-1873.78,-3.09,下跌,3.073,-0.00356,1359.59,6489400.0
2024-08-16,58733.26,59838.65,56161.59,57560.1,35682112440.15,2053865875.76,-1177.17,-2.0,3677.06,6.39,-1173.17,-2.0,下跌,3.174,-0.005297,1285.41,1572000.0
2024-08-17,57560.27,59847.36,57110.02,58894.1,29350938673.14,1728597239.42,1334.01,2.32,2737.34,4.65,1333.83,2.32,上涨,2.968,0.003922,1287.26,72900.0
2024-08-18,58893.53,59694.67,58814.83,59478.97,13589684021.38,808300422.45,584.87,0.99,879.84,1.48,585.44,0.99,上涨,2.978,0.002632,1271.67,2843300.0
2024-08-19,59468.13,60262.72,58445.4,58483.96,17740625837.21,1037542140.22,-995.01,-1.67,1817.32,3.11,-984.17,-1.65,下跌,2.914,-0.007203,1273.64,427900.0
2024-08-20,58480.71,59612.66,57864.71,59493.45,25911207712.1,1541547204.78,1009.49,1.73,1747.95,2.94,1012.74,1.73,上涨,3.198,-0.0028,1261.86,3965300.0
2024-08-21,59493.45,61396.33,58610.88,59012.79,31613400007.92,1865594972.29,-480.66,-0.81,2785.44,4.72,-480.66,-0.81,下跌,3.127,0.004223,1243.42,703500.0
2024-08-22,59014.99,61834.35,58823.44,61175.19,32731154072.02,2002334635.06,2162.4,3.66,3010.91,4.92,2160.2,3.66,上涨,2.885,0.001742,1290.03,1219600.0
2024-08-23,61168.32,61408.11,59815.25,60381.91,27625734376.65,1668094674.79,-793.28,-1.3,1592.85,2.64,-786.4,-1.29,下跌,3.036,0.002611,1270.8,784800.0
2024-08-24,60380.95,64947.06,60372.05,64094.36,42530509233.24,2725965650.98,3712.44,6.15,4575.01,7.14,3713.4,6.15,上涨,2.765,0.01,1312.4,1369500.0
2024-08-25,64103.87,64513.79,63619.92,64178.99,21430585163.21,1375393324.82,84.63,0.13,893.87,1.39,75.12,0.12,上涨,2.798,0.01,1283.82,13700.0
2024-08-26,64176.37,64996.42,63833.52,64333.54,18827683555.12,1211251611.87,154.55,0.24,1162.9,1.81,157.18,0.24,上涨,2.724,0.006767,1293.58,2370400.0
2024-08-27,64342.23,64489.71,62849.56,62880.66,27682040631.48,1740664947.8,-1452.89,-2.26,1640.15,2.61,-1461.57,-2.27,下跌,2.705,0.000381,1294.93,6573900.0
2024-08-28,62879.71,63210.8,58116.75,59504.13,39103882197.72,2326842594.7,-3376.53,-5.37,5094.04,8.56,-3375.58,-5.37,下跌,3.077,-0.004425,1256.81,1022000.0
2024-08-29,59507.92,60236.45,57890.68,59027.63,40289564698.25,2378197380.36,-476.51,-0.8,2345.77,3.97,-480.3,-0.81,下跌,3.259,0.000149,1241.93,1156700.0
2024-08-30,59027.47,61184.08,58786.23,59388.18,32224990582.03,1913783568.65,360.55,0.61,2397.85,4.04,360.71,0.61,上涨,3.07,0.004583,1223.21,617700.0
2024-08-31,59388.6,59896.89,57768.53,59119.47,32292756404.79,1909130797.75,-268.71,-0.45,2128.36,3.6,-269.13,-0.45,下跌,3.221,0.000872,1222.06,64200.0
2024-09-01,59117.48,59432.59,58768.78,58969.9,12403470760.22,731431410.12,-149.58,-0.25,663.81,1.13,-147.58,-0.25,下跌,3.108,0.002227,1210.45,2038500.0
2024-09-02,58969.8,59062.07,57217.82,57325.49,24592449996.84,1409774189.54,-1644.41,-2.79,1844.25,3.22,-1644.31,-2.79,下跌,3.134,0.004257,1220.42,193100.0
2024-09-03,57326.97,59403.07,57136.03,59112.48,27036454524.41,1598191863.98,1786.99,3.12,2267.04,3.84,1785.51,3.11,上涨,3.191,0.005205,1216.22,453700.0
2024-09-04,59106.19,59815.06,57425.17,57431.02,26666961052.67,1531510853.25,-1681.46,-2.84,2389.89,4.16,-1675.17,-2.83,下跌,3.122,-0.007864,1219.01,1074500.0
2024-09-05,57430.35,58511.57,55673.16,57971.54,35627680311.93,2065391523.41,540.52,0.94,2838.41,4.9,541.19,0.94,上涨,3.257,0.002351,1204.11,1052800.0
2024-09-06,57971.7,58300.58,55712.45,56160.49,31030280656.27,1742675681.61,-1811.05,-3.12,2588.13,4.61,-1811.22,-3.12,下跌,3.419,0.004123,1182.33,5147800.0
2024-09-07,56160.19,56976.11,52598.7,53948.75,49361693566.14,2663001776.48,-2211.74,-3.94,4377.41,8.11,-2211.44,-3.94,下跌,3.697,-0.008497,1194.03,174500.0
2024-09-08,53949.09,54838.15,53740.07,54139.69,19061486526.14,1031982960.97,190.94,0.35,1098.08,2.03,190.6,0.35,上涨,3.608,0.000268,1165.51,151300.0
2024-09-09,54147.93,55300.86,53653.76,54841.57,18268287531.02,1001861502.81,701.88,1.3,1647.1,3.0,693.63,1.28,上涨,3.642,0.003942,1179.56,101300.0
2024-09-10,54851.89,58041.12,54598.43,57019.53,34618096173.33,1973907738.0,2177.97,3.97,3442.69,6.04,2167.65,3.95,上涨,3.338,0.003356,1137.23,356200.0
2024-09-11,57020.1,58029.98,56419.41,57648.71,28857630506.88,1663605241.91,629.18,1.1,1610.56,2.79,628.61,1.1,上涨,3.25,0.000369,1140.03,383200.0
2024-09-12,57650.29,57991.32,55567.34,57343.17,37049062671.53,2124510718.99,-305.54,-0.53,2423.98,4.23,-307.12,-0.53,下跌,3.257,0.008226,1147.12,390400.0
2024-09-13,57343.17,58534.36,57330.1,58127.01,33835707948.72,1966768562.61,783.84,1.37,1204.26,2.07,783.84,1.37,上涨,3.125,0.003738,1132.36,70100.0
2024-09-14,58130.32,60648.02,57650.11,60571.3,32490528355.5,1967993512.84,2444.29,4.21,2997.91,4.95,2440.98,4.2,上涨,2.903,0.002002,1173.22,120400.0
2024-09-15,60569.12,60656.72,59517.88,60005.12,16428405496.29,985788429.34,-566.18,-0.93,1138.84,1.9,-564.0,-0.93,下跌,2.915,0.008814,1155.06,635100.0
2024-09-16,60000.73,60381.92,58696.31,59182.84,18120960866.97,1072449843.08,-822.28,-1.37,1685.61,2.85,-817.89,-1.36,下跌,2.905,0.00536,1154.4,1666700.0
2024-09-17,59185.23,59205.51,57501.34,58192.51,32032822113.39,1864070220.95,-990.33,-1.67,1704.17,2.93,-992.72,-1.68,下跌,3.142,0.00565,1143.04,241800.0
2024-09-18,58192.51,61316.09,57628.07,60308.54,38075570117.66,2296281951.88,2116.03,3.64,3688.02,6.12,2116.03,3.64,上涨,2.842,0.002244,1173.69,586800.0
2024-09-19,60309.0,61664.07,59218.25,61649.68,40990702890.6,2527063663.99,1341.14,2.22,2445.81,3.97,1340.68,2.22,上涨,2.957,0.0092,1171.18,86700.0
2024-09-20,61651.16,63872.44,61609.87,62940.46,42710252572.5,2688202805.49,1290.78,2.09,2262.57,3.59,1289.3,2.09,上涨,2.652,0.01,1228.89,399400.0
2024-09-21,62941.43,64119.53,62364.61,63192.98,35177164222.14,2222949662.18,252.52,0.4,1754.92,2.78,251.55,0.4,上涨,2.604,0.000377,1284.47,3100.0
2024-09-22,63184.34,63543.36,62783.11,63394.84,14408616220.03,913431901.77,201.86,0.32,760.25,1.2,210.5,0.33,上涨,2.647,0.009871,1299.71,414800.0
2024-09-23,63396.8,63993.42,62440.73,63648.71,20183348802.13,1284644112.52,253.87,0.4,1552.7,2.44,251.91,0.4,上涨,2.617,0.00555,1287.25,227000.0
2024-09-24,63643.1,64733.56,62628.08,63329.8,31400285425.2,1988573870.86,-318.91,-0.5,2105.48,3.32,-313.3,-0.49,下跌,2.66,0.003666,1276.89,140100.0
2024-09-25,63326.84,64695.22,62737.42,64301.97,29938335243.03,1925093852.79,972.16,1.54,1957.8,3.04,975.13,1.54,上涨,2.544,0.003277,1274.96,141700.0
2024-09-26,64302.59,64804.5,62945.38,63143.15,25078377699.65,1583527663.88,-1158.82,-1.8,1859.13,2.94,-1159.45,-1.8,下跌,2.63,0.01,1248.84,869500.0
2024-09-27,63138.55,65790.8,62669.27,65181.02,36873129847.33,2403428239.75,2037.87,3.23,3121.53,4.79,2042.47,3.23,上涨,2.434,0.01,1298.29,189500.0
2024-09-28,65180.67,66480.69,64852.99,65790.66,32058813449.4,2109170548.54,609.64,0.94,1627.7,2.47,610.0,0.94,上涨,2.469,0.01,1386.97,14000.0
2024-09-29,65792.18,66255.53,65458.03,65887.65,15243637983.9,1004367465.65,96.99,0.15,797.5,1.21,95.47,0.15,上涨,2.517,0.01,1365.02,11900.0
2024-09-30,65888.9,66069.35,65450.01,65635.31,14788214574.54,970629020.53,-252.34,-0.38,619.33,0.94,-253.59,-0.38,下跌,2.554,0.00991,1362.01,1820200.0
2024-10-01,65634.66,65635.05,62873.62,63329.5,37112957474.81,2350344970.98,-2305.81,-3.51,2761.44,4.36,-2305.16,-3.51,下跌,2.583,0.008298,1317.02,7669600.0
2024-10-02,63335.6,64110.98,60189.28,60837.01,50220923499.58,3055290810.12,-2492.49,-3.94,3921.7,6.45,-2498.59,-3.95,下跌,2.878,0.004283,1323.84,778800.0
2024-10-03,60836.32,62357.69,59996.95,60632.79,40762722397.63,2471557435.07,-204.22,-0.34,2360.74,3.89,-203.54,-0.33,下跌,2.973,0.008589,1294.3,415600.0
2024-10-04,60632.49,61469.04,59878.8,60759.4,36106447278.67,2193806120.69,126.62,0.21,1590.23,2.62,126.92,0.21,上涨,3.003,0.007046,1295.31,679300.0
2024-10-05,60754.63,62465.99,60459.94,62067.48,29585472513.07,1836295647.98,1308.08,2.15,2006.05,3.23,1312.85,2.16,上涨,3.011,0.006413,1307.04,14200.0
2024-10-06,62067.61,62371.02,61689.58,62089.95,13305410748.72,826132267.62,22.47,0.04,681.44,1.1,22.34,0.04,上涨,2.962,0.01,1312.0,19000.0
2024-10-07,62084.99,62959.57,61833.15,62818.95,14776233666.91,928227550.05,729.01,1.17,1126.42,1.79,733.97,1.18,上涨,3.139,0.01,1307.36,1200300.0
2024-10-08,62819.11,64443.71,62152.55,62236.66,34253562610.48,2131827308.34,-582.3,-0.93,2291.15,3.68,-582.45,-0.93,下跌,3.107,0.01,1311.79,613000.0
2024-10-09,62221.65,63174.31,61843.56,62131.97,28134475156.91,1748050306.05,-104.69,-0.17,1330.74,2.14,-89.68,-0.14,下跌,3.168,0.01,1320.44,1538900.0
2024-10-10,62131.73,62508.84,60314.61,60582.1,27670982363.46,1676366247.47,-1549.87,-2.49,2194.22,3.62,-1549.63,-2.49,下跌,3.077,0.01,1314.69,3643400.0
2024-10-11,60581.93,61236.72,58895.21,60274.5,30452813570.16,1835528052.57,-307.6,-0.51,2341.52,3.88,-307.43,-0.51,下跌,3.191,0.005817,1383.43,67700.0
2024-10-12,60275.46,63400.87,60046.13,62445.09,30327141594.18,1893781044.05,2170.59,3.6,3354.74,5.37,2169.63,3.6,上涨,3.04,0.005207,1393.94,9600.0
2024-10-13,62444.62,63448.78,62443.27,63193.02,16744110885.86,1058110985.5,747.93,1.2,1005.51,1.59,748.41,1.2,上涨,2.975,0.01,1399.94,509000.0
2024-10-14,63192.94,63272.65,62035.64,62851.37,18177529689.88,1142482733.6,-341.65,-0.54,1237.02,1.97,-341.57,-0.54,下跌,3.1,0.01,1412.73,35400.0
2024-10-15,62848.4,66482.49,62442.15,66046.13,43706958055.79,2886675349.25,3194.75,5.08,4040.34,6.12,3197.73,5.09,上涨,2.56,0.01,1502.64,2260600.0
2024-10-16,66050.37,67881.68,64809.2,67041.11,48863870878.62,3275888004.09,994.98,1.51,3072.48,4.58,990.74,1.5,上涨,2.53,0.01,1552.97,212600.0
2024-10-17,67042.46,68375.29,66758.73,67612.72,38195189533.82,2582480685.0,571.61,0.85,1616.57,2.39,570.26,0.85,上涨,2.463,0.01,1562.88,695800.0
2024-10-18,67617.08,67912.21,66647.39,67399.83,32790898510.76,2210101099.69,-212.89,-0.31,1264.82,1.88,-217.25,-0.32,下跌,2.434,0.01,1575.44,137600.0
2024-10-19,67419.11,68969.75,67177.82,68418.79,36857165014.36,2521722598.06,1018.96,1.51,1791.93,2.62,999.68,1.48,上涨,2.407,0.01,1603.06,23000.0
2024-10-20,68418.98,68668.01,68024.64,68362.73,14443497907.64,987396992.63,-56.06,-0.08,643.37,0.94,-56.24,-0.08,下跌,2.425,0.01,1615.43,17800.0
2024-10-21,68364.18,69359.01,68105.72,69001.71,18975847518.28,1309365863.35,638.97,0.93,1253.29,1.82,637.53,0.93,上涨,2.463,0.01,1612.66,1023600.0
2024-10-22,69002.0,69462.74,66829.85,67367.85,37498611780.2,2526200949.47,-1633.85,-2.37,2632.88,3.91,-1634.15,-2.37,下跌,2.41,0.01,1616.05,306900.0
2024-10-23,67360.7,67801.58,66581.37,67361.4,31808472565.82,2142663328.65,-6.45,-0.01,1220.21,1.81,0.7,0.0,上涨,2.464,0.01,1590.79,1689200.0
2024-10-24,67362.37,67402.74,65188.04,66432.2,32263980353.23,2143367139.07,-929.2,-1.38,2214.71,3.33,-930.18,-1.38,下跌,2.542,0.01,1587.31,75100.0
2024-10-25,66653.7,68798.96,66454.1,68161.05,31414428647.2,2141240546.59,1728.86,2.6,2344.86,3.44,1507.35,2.26,上涨,2.486,0.01,1619.21,3564200.0
2024-10-26,68165.3,68722.16,65521.79,66642.41,41469984305.66,2763659727.08,-1518.64,-2.23,3200.37,4.8,-1522.89,-2.23,下跌,2.51,0.01,1671.06,25400.0
2024-10-27,66628.74,67317.92,66360.6,67014.7,19588098156.32,1312690477.02,372.29,0.56,957.32,1.43,385.96,0.58,上涨,2.46,0.01,1695.74,7200.0
2024-10-28,67023.48,68221.31,66847.22,67929.3,16721307878.1,1135866719.11,914.6,1.36,1374.09,2.02,905.82,1.35,上涨,2.444,0.01,1714.88,231300.0
2024-10-29,67922.67,70212.27,67535.13,69907.75,38799856657.22,2712410860.58,1978.46,2.91,2677.14,3.83,1985.08,2.92,上涨,2.21,0.01,1719.27,505700.0
